Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	alpha_cytb[3]	alpha_cytb[4]	alpha_cytb[5]	alpha_cytb[6]	alpha_cytb[7]	alpha_cytb[8]	alpha_cytb[9]	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates[143]	branch_rates[144]	branch_rates[145]	branch_rates[146]	branch_rates[147]	branch_rates[148]	branch_rates[149]	branch_rates[150]	branch_rates[151]	branch_rates[152]	branch_rates[153]	branch_rates[154]	branch_rates[155]	branch_rates[156]	branch_rates[157]	branch_rates[158]	branch_rates[159]	branch_rates[160]	branch_rates[161]	branch_rates[162]	branch_rates[163]	branch_rates[164]	branch_rates[165]	branch_rates[166]	branch_rates[167]	branch_rates[168]	branch_rates[169]	branch_rates[170]	branch_rates[171]	branch_rates[172]	branch_rates[173]	branch_rates[174]	branch_rates[175]	branch_rates[176]	branch_rates[177]	branch_rates[178]	branch_rates[179]	branch_rates[180]	branch_rates[181]	branch_rates[182]	branch_rates[183]	branch_rates[184]	branch_rates[185]	branch_rates[186]	branch_rates[187]	branch_rates[188]	branch_rates[189]	branch_rates[190]	branch_rates[191]	branch_rates[192]	branch_rates[193]	branch_rates[194]	branch_rates[195]	branch_rates[196]	branch_rates[197]	branch_rates[198]	branch_rates[199]	branch_rates[200]	branch_rates[201]	branch_rates[202]	branch_rates[203]	branch_rates[204]	branch_rates[205]	branch_rates[206]	branch_rates[207]	branch_rates[208]	branch_rates[209]	branch_rates[210]	branch_rates[211]	branch_rates[212]	branch_rates[213]	branch_rates[214]	branch_rates[215]	branch_rates[216]	branch_rates[217]	branch_rates[218]	branch_rates[219]	branch_rates[220]	branch_rates[221]	branch_rates[222]	branch_rates[223]	branch_rates[224]	branch_rates[225]	branch_rates[226]	branch_rates[227]	branch_rates[228]	branch_rates[229]	branch_rates[230]	branch_rates[231]	branch_rates[232]	branch_rates[233]	branch_rates[234]	branch_rates[235]	branch_rates[236]	branch_rates[237]	branch_rates[238]	branch_rates[239]	branch_rates[240]	branch_rates[241]	branch_rates[242]	branch_rates[243]	branch_rates[244]	branch_rates[245]	branch_rates[246]	branch_rates[247]	branch_rates[248]	branch_rates[249]	branch_rates[250]	branch_rates[251]	branch_rates[252]	branch_rates[253]	branch_rates[254]	branch_rates[255]	branch_rates[256]	branch_rates[257]	branch_rates[258]	branch_rates[259]	branch_rates[260]	branch_rates[261]	branch_rates[262]	branch_rates[263]	branch_rates[264]	branch_rates[265]	branch_rates[266]	branch_rates[267]	branch_rates[268]	branch_rates[269]	branch_rates[270]	branch_rates[271]	branch_rates[272]	branch_rates[273]	branch_rates[274]	branch_rates[275]	branch_rates[276]	branch_rates[277]	branch_rates[278]	branch_rates_mean	extinction_mixture_rates[1]	extinction_mixture_rates[2]	extinction_mixture_rates[3]	extinction_mixture_rates[4]	extinction_mixture_rates[5]	extinction_mixture_rates[6]	extinction_mixture_rates[7]	extinction_mixture_rates[8]	extinction_mixture_rates[9]	extinction_mixture_rates_quantile[1]	extinction_mixture_rates_quantile[2]	extinction_mixture_rates_quantile[3]	extinction_mixture_rates_quantile[4]	extinction_mixture_rates_quantile[5]	extinction_mixture_rates_quantile[6]	extinction_mixture_rates_quantile[7]	extinction_mixture_rates_quantile[8]	extinction_mixture_rates_quantile[9]	extinction_mixture_weights[1]	extinction_mixture_weights[2]	extinction_mixture_weights[3]	extinction_mixture_weights[4]	extinction_mixture_weights[5]	extinction_mixture_weights[6]	extinction_mixture_weights[7]	extinction_mixture_weights[8]	extinction_mixture_weights[9]	extinction_rate[1]	extinction_rate[2]	extinction_rate[3]	extinction_rate[4]	extinction_rate[5]	extinction_rate[6]	extinction_rate[7]	extinction_rate[8]	extinction_rate[9]	extinction_rate[10]	extinction_rate_mean	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	fossilization_mixture_rates[1]	fossilization_mixture_rates[2]	fossilization_mixture_rates[3]	fossilization_mixture_rates[4]	fossilization_mixture_rates[5]	fossilization_mixture_rates[6]	fossilization_mixture_rates[7]	fossilization_mixture_rates[8]	fossilization_mixture_rates[9]	fossilization_mixture_rates_quantile[1]	fossilization_mixture_rates_quantile[2]	fossilization_mixture_rates_quantile[3]	fossilization_mixture_rates_quantile[4]	fossilization_mixture_rates_quantile[5]	fossilization_mixture_rates_quantile[6]	fossilization_mixture_rates_quantile[7]	fossilization_mixture_rates_quantile[8]	fossilization_mixture_rates_quantile[9]	fossilization_mixture_weights[1]	fossilization_mixture_weights[2]	fossilization_mixture_weights[3]	fossilization_mixture_weights[4]	fossilization_mixture_weights[5]	fossilization_mixture_weights[6]	fossilization_mixture_weights[7]	fossilization_mixture_weights[8]	fossilization_mixture_weights[9]	fossilization_rate[1]	fossilization_rate[2]	fossilization_rate[3]	fossilization_rate[4]	fossilization_rate[5]	fossilization_rate[6]	fossilization_rate[7]	fossilization_rate[8]	fossilization_rate[9]	fossilization_rate[10]	fossilization_rate_mean	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_mixture_rates[1]	speciation_mixture_rates[2]	speciation_mixture_rates[3]	speciation_mixture_rates[4]	speciation_mixture_rates[5]	speciation_mixture_rates[6]	speciation_mixture_rates[7]	speciation_mixture_rates[8]	speciation_mixture_rates[9]	speciation_mixture_rates_quantile[1]	speciation_mixture_rates_quantile[2]	speciation_mixture_rates_quantile[3]	speciation_mixture_rates_quantile[4]	speciation_mixture_rates_quantile[5]	speciation_mixture_rates_quantile[6]	speciation_mixture_rates_quantile[7]	speciation_mixture_rates_quantile[8]	speciation_mixture_rates_quantile[9]	speciation_mixture_weights[1]	speciation_mixture_weights[2]	speciation_mixture_weights[3]	speciation_mixture_weights[4]	speciation_mixture_weights[5]	speciation_mixture_weights[6]	speciation_mixture_weights[7]	speciation_mixture_weights[8]	speciation_mixture_weights[9]	speciation_rate[1]	speciation_rate[2]	speciation_rate[3]	speciation_rate[4]	speciation_rate[5]	speciation_rate[6]	speciation_rate[7]	speciation_rate[8]	speciation_rate[9]	speciation_rate[10]	speciation_rate_mean	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]
0	-109845.7	-108672.1	-1173.673	1.57809	2.47174	0.022638	0.421251	3.66717	3.96584	0.576605	2.34838	0.643872	0.1176815	0.000393119	0.00668266	0.00137559	0.00172436	0.00118936	0.000106683	0.00178873	0.00102433	0.000744506	0.000362168	0.000394772	0.0019892	0.00121966	0.00326013	0.000800357	0.000496267	0.000639419	0.00155917	0.00209236	0.000526015	0.00011725	0.000659594	0.00180075	0.000592929	0.00301983	0.00353416	0.00106053	0.00209238	0.00134028	0.00103296	0.00139455	0.00155775	0.000149912	0.00264749	0.00105765	0.00196593	0.000869499	0.00374699	0.00239763	0.0024425	0.000401176	0.000990737	3.47919e-05	0.0015224	0.00014789	0.000282645	0.00134568	0.00097017	0.0021052	0.000110966	3.36164e-05	0.000112561	0.00220527	0.000495988	0.000453056	0.00128676	0.000726192	0.00106805	5.35655e-05	0.00104588	0.000113484	0.00233671	0.000169413	0.00615255	0.000307559	0.000620821	8.50449e-05	0.00183386	0.00012958	0.00672255	0.000497837	0.001877	0.00615949	0.00511579	0.00280707	0.00111983	0.000275124	0.00193382	4.83862e-05	0.000945278	0.000507093	0.000761159	0.00225394	0.000999488	0.00121236	0.0018821	0.00108144	0.00204932	0.00147018	0.00192608	0.00196438	0.00462664	0.00223498	0.000495537	0.00140962	0.00328602	0.0013774	0.00161144	7.77635e-05	0.00238012	0.000978038	0.00101634	0.000894308	0.00233589	0.00129158	0.00112841	0.000325927	0.00151074	0.0013623	0.000760762	0.00274789	3.11993e-05	0.00293758	0.000890702	0.00326074	0.000630681	0.000921133	0.00108461	0.000379532	0.00244426	0.000236831	0.000230144	0.000866338	0.00499771	0.00074275	0.000266157	0.000845346	0.00188294	0.000706872	0.00541331	0.0028153	0.000350941	0.00156034	0.000490484	0.00105489	0.00252824	0.00213335	0.00146926	0.000678934	0.00507319	0.00216115	0.000806223	0.00753497	0.00179132	0.000975353	0.00218098	0.000733974	0.00338623	0.00149084	6.49049e-05	0.00177918	0.000598235	0.000538974	0.00287561	0.000163632	0.000383044	0.00035285	0.00102474	0.00356472	0.0001832	0.00183522	0.000514972	0.001434	0.000678748	0.00210043	0.000494617	0.000800335	0.00125882	3.37513e-05	0.00137565	0.00215987	0.00220229	0.00168994	0.00240621	0.00135661	0.00149493	0.00243836	0.00182578	0.00140424	0.00487274	0.00229507	0.0056848	0.00503979	0.00111741	0.000602116	0.00402038	0.00177924	0.00108284	0.00105011	0.000232156	0.000291369	0.000760834	0.00295672	0.00056861	0.00324666	0.00159809	0.00122151	0.000526028	0.000328696	0.000463761	0.00481292	0.000659644	0.00275017	0.000956289	0.000397228	0.000631805	0.00137712	0.00389119	0.000453235	9.99024e-05	0.000829949	0.000410749	0.000164151	0.00148394	0.0102547	0.000586595	6.25753e-05	0.00182261	0.00110899	0.00184851	0.000862833	0.000138352	0.00432958	0.000410972	0.00116647	0.000345223	0.00365629	0.00861653	0.000908796	0.00123538	0.000673116	0.000430647	0.00345982	0.00105011	0.00149556	0.0010165	0.00129536	0.00333193	0.00140133	0.00488137	0.0021365	0.000650193	0.00135349	0.0016242	0.00982645	0.000290005	0.000120675	0.00032152	0.00105717	0.000452359	0.00511343	0.000237585	0.00211415	4.41442e-05	0.000608883	0.00144168	0.00294613	0.000130663	0.0024879	0.000661449	0.000835391	0.000478988	3.0871e-05	0.000509717	0.000351898	0.00476884	0.0013041	0.00211812	0.00221329	0.00314591	0.00118527	0.000531987	0.0014591	0.00185758	0.00417525	0.000462574	0.00135579	0.00261698	0.001549206	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.1928	0.117696	0.0829276	0.151673	0.0240585	0.147852	0.0117711	0.0763913	0.194831	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.124327	0.119949	0.207782	0.055429	0.0644391	0.0604608	0.0665075	0.150312	0.150793	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.0623832	0.09	0	161.6604	4.21493e-06	0.00304491	0.144022	3.85293	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.299805	0.105972	0.0568361	0.00133757	0.111522	0.156102	0.0478783	0.0105003	0.210046	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.0693147	0.1	5.333	28.4	33.9	93.5	93.5	93.5	93.5	13.82	93.5	33.9	93.5	46.2	83.6	70.6	93.5	93.5	89.8	46.2	93.5	11.608	93.5	15.97	89.9
10	-65825.33	-66203.86	378.5316	0.274986	1.58857	0.0618354	0.237283	0.834476	0.808851	0.230282	0.496979	0.237258	0.1056578	8.59146e-05	0.000214706	0.000669595	0.00138503	0.00127486	9.59348e-05	0.00283932	0.000844431	0.000831879	0.000240886	0.000263445	0.000814751	0.000604823	0.00143665	0.000526543	0.000819214	7.13406e-05	0.00124474	0.000795078	0.000471599	0.000370232	0.00053824	0.000455093	0.000430742	0.00220474	0.000855569	0.000642685	0.00217279	0.0015357	0.00161339	0.000870982	0.000956744	0.000387741	0.00354423	0.000468147	0.000421549	0.000320881	0.00316966	0.000814421	0.00116723	0.000580344	0.00131624	1.61797e-05	0.000664423	0.000350154	0.00033946	0.000212141	0.000494311	0.00121572	9.62936e-05	1.14255e-05	9.86015e-05	0.00211275	0.000111006	0.000209076	0.00128598	0.00024556	0.000706788	3.9093e-05	0.000399363	1.67474e-05	0.00687326	0.000115843	0.00213105	0.000206523	0.000500986	0.000303504	0.0017493	2.45477e-05	0.00160119	0.000197833	0.00110336	0.00162994	0.00409199	0.00274592	0.000578724	0.000900467	0.00287997	5.55926e-05	0.00059791	0.000316363	0.000709155	0.000549396	0.00167146	0.000500664	0.000618627	0.000277099	0.000625722	0.000764828	0.00044161	0.0024991	0.00192245	0.000431175	0.000550019	0.00285057	0.0015937	0.00097415	0.00334832	5.74916e-05	0.000411525	0.00147703	0.000710193	0.000632809	0.000851769	0.00123857	0.000623888	0.000783564	0.00119548	0.000990491	0.00392615	0.00109527	6.93086e-05	0.000721913	0.00065254	0.00137539	0.000368547	0.00290357	0.000213845	9.50839e-05	0.000386598	0.000406391	0.000152364	0.000153008	0.00155092	0.00040497	0.00012239	0.00247523	0.00022539	0.00101137	0.00491647	0.00156757	0.000203056	0.0006192	0.000912006	0.000291871	0.00106244	0.00359714	0.00140876	0.000399582	0.00152125	0.00241498	0.000443748	0.0029298	0.00196842	0.00121796	0.000713131	0.000432464	0.00046129	0.000876988	3.33939e-05	0.00310581	0.000337212	0.00124834	0.00257365	0.000176897	0.000474079	0.000610974	0.0018391	0.00133935	4.83979e-05	0.00215775	0.000277493	0.0036483	0.000202885	0.00300994	0.000389746	0.000721334	0.00158407	1.02962e-05	0.000642913	0.00148194	0.0022498	0.000155224	0.000906283	0.00334519	0.000808824	0.000833782	0.00035503	0.000856958	0.00301687	0.000447973	0.00307977	0.00125377	0.00034941	0.000599763	0.00210975	0.000895739	0.00137067	0.000642172	6.58616e-05	0.000202749	0.000539199	0.00166131	0.000283545	0.0013697	0.000656479	0.00111893	0.000125387	0.000166768	0.000589448	0.00150106	0.000368457	0.00270698	0.000192418	0.000565834	0.000406676	0.000852533	0.00135511	0.00024189	0.000297955	0.000630664	0.000140839	0.0001372	0.00127978	0.00279275	0.000192772	2.5883e-05	0.00110383	0.00156623	0.000781359	0.000465052	0.000178403	0.00141833	0.000256279	0.000985492	0.000487525	0.000398387	0.00483804	0.000163117	0.00107132	0.00030392	0.000223392	0.00198856	0.000987491	0.000445487	0.000470516	0.000687712	0.00113061	0.000923542	0.00265929	0.000554271	0.00091917	0.00069378	0.0025818	0.0036303	0.00022847	3.95876e-05	0.000321883	0.000796802	0.000978485	0.000859018	5.16053e-05	0.000254292	3.44731e-05	0.00147878	0.00106031	0.00112833	0.000165176	0.00195048	0.000687315	0.000976711	0.000440214	2.02183e-05	0.00185819	7.55958e-05	0.00136451	0.00021184	0.000764489	0.000562955	0.000675745	0.00210896	0.000443732	0.000486601	0.00100077	0.00128135	0.000364169	0.000688584	0.001692	0.0007618114	0.0333521	0.00230963	0.0401855	0.039585	0.016296	0.00718867	0.0231936	0.0234404	0.00988358	0.478983	0.0441451	0.544133	0.53875	0.272803	0.131099	0.364532	0.36759	0.175688	0.121714	0.618635	0.0550585	0.0127594	0.0484448	0.0653614	0.0187395	0.0202792	0.0390074	0.00230963	0.00230963	0.00230963	0.0401855	0.00230963	0.00230963	0.00230963	0.00230963	0.00230963	0.00230963	0.05115559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00615149	0.0256509	0.00845363	0.000144655	0.00653258	0.00225856	0.0332533	0.000738981	0.0211143	0.375847	0.859915	0.476785	0.011023	0.39381	0.158915	0.921766	0.0550513	0.801684	0.0530111	0.0997754	0.0917616	0.34915	0.0722081	0.219603	0.0321674	0.0109451	0.0713776	0.000144655	0.000144655	0.000144655	0.000144655	0.00653258	0.000144655	0.000144655	0.00653258	0.000144655	0.00225856	0.01305051	5	162.5949	1.10514e-06	0.00156106	0.109281	3.88916	0.0679089	0.049167	0.0720687	0.0100628	0.0377874	0.0150753	0.0374346	0.0704128	0.000290018	0.760496	0.644685	0.780572	0.190856	0.548536	0.271866	0.545171	0.77279	0.00608501	0.100137	0.186808	0.22506	0.000402169	0.19544	0.0965719	0.00940144	0.145967	0.0402132	0.0377874	0.049167	0.0377874	0.0377874	0.0377874	0.049167	0.0720687	0.0720687	0.0704128	0.0377874	0.04751583	5.333	32.5315	33.9	93.5	93.5	93.5	99.4015	13.82	93.5	33.9	93.5	46.2	83.6	70.6	93.5	93.5	89.8	47.8129	93.5	11.608	93.5	15.97	89.9
20	-60693.38	-61053.1	359.7252	0.064395	0.411041	0.161706	0.219166	0.24662	0.185885	0.186776	0.378304	0.360452	0.1051342	9.33129e-05	0.000234323	0.000840961	0.00260919	0.000965807	0.00118933	0.00196912	0.0012164	0.00113071	0.000240863	0.000600019	0.000959211	0.000289459	0.000534023	0.000445473	0.000708606	0.000131903	0.00104538	0.00146623	7.52977e-05	0.000134742	0.000699628	0.000884098	0.00085286	0.00158577	0.000476441	0.000259749	0.00356517	0.00194074	0.00229271	0.0011617	0.00217608	0.000520509	0.00385324	0.000371768	0.00105667	0.000588984	0.00276424	0.00177103	0.00339174	0.000621519	0.000101016	0.000105049	0.00115808	0.000179893	0.0002161	0.000406934	0.000248701	0.00115492	0.000389217	4.99234e-05	0.000218696	0.00296974	0.000114136	0.00073617	0.00230615	0.00011341	0.00169062	2.55231e-05	0.00014112	1.98195e-05	0.00406529	6.26791e-05	0.00189273	0.00102904	0.000249019	0.000128744	0.00266248	2.05969e-05	0.00182456	0.000164799	0.0012203	0.00181491	0.00262045	0.00501573	0.000649201	0.000745556	0.00175361	5.00117e-05	0.000272909	0.000468779	0.000232862	0.00110961	0.00105365	0.000354549	0.00069354	0.000170758	0.000551049	0.00260595	0.00212528	0.00286268	0.000197917	0.000523061	0.000258545	0.0020215	0.00218351	0.00227107	0.00283995	0.000162821	0.00152218	0.00111517	0.000621781	0.000628952	0.000368067	0.00298375	0.000769484	0.00179714	0.000636365	0.000868168	0.00233601	0.000848097	5.94086e-05	0.000801937	0.000572396	0.000438796	0.00152324	0.00123869	0.000131863	6.17922e-05	0.000282418	0.000753398	0.000410907	0.00022559	0.00112373	0.000636504	0.000120231	0.000755913	0.00010946	0.00224719	0.00158721	0.0025838	0.000387534	0.000146642	0.00250184	0.000298793	0.00203229	0.00169369	0.000895541	0.000868051	0.00131204	0.00152382	0.000781279	0.00187964	0.00119689	0.00105102	0.000571765	0.000226546	0.000701684	0.000310354	7.36425e-05	0.00126947	0.000407085	0.00426612	0.00145354	0.000252154	0.000527621	0.00171037	0.00380386	0.00114541	5.88297e-05	0.00171285	0.000462063	0.00416037	0.000355355	0.00119818	0.000757802	0.00133592	0.000642402	1.14857e-05	0.000516814	0.000439515	0.00299862	0.000293959	0.00109077	0.00165481	0.0013506	0.00052785	0.00027773	0.000720529	0.000534981	0.000162326	0.000805671	0.00172531	0.00182494	0.00146375	0.00218502	0.000858225	0.00135058	0.00149473	9.53413e-05	0.00155809	0.000413603	0.00125879	0.000308413	0.00255579	0.00063489	0.000655178	0.000358588	0.000493917	0.00103617	0.00193875	0.00105628	0.0011544	0.000897177	0.000348138	0.000835532	0.00102239	0.00298246	0.001478	8.07891e-05	0.000521597	0.000119563	0.000310081	0.00120013	0.000979703	0.000721233	4.02337e-05	0.00302968	0.000512257	0.000669758	0.00103575	0.00100947	0.0007209	0.000528149	0.000699188	0.000646192	0.00108974	0.00334521	0.000100661	0.0010392	0.000719103	0.000349814	0.0024769	0.00194932	0.000182047	0.00107688	0.00114526	0.00598132	0.000754149	0.00243796	0.00113126	0.000950128	0.000333761	0.00152198	0.00333919	0.000177533	3.85387e-05	0.000189726	0.00108437	0.00018678	0.000939869	2.25949e-05	0.00213728	5.93708e-05	0.00571045	0.000510765	0.00158576	0.000754786	0.00135189	0.00141072	0.00203964	0.000515274	4.79189e-05	0.0016791	9.494e-05	0.000961455	0.000635587	0.000866733	0.00050046	0.00195119	0.000665886	0.000448657	0.000329003	0.000691037	0.00066492	0.000349337	0.000733262	0.00122408	0.001153403	0.00386836	0.00163905	0.00608467	0.000821221	0.0386378	0.0353069	0.0223246	0.00320489	0.00656433	0.0735584	0.0318546	0.113238	0.0160892	0.533799	0.502096	0.356565	0.0613382	0.121599	0.187514	0.0248678	0.0398567	0.0919925	0.026398	0.174726	0.128498	0.175799	0.150349	0.0386378	0.00656433	0.00386836	0.0353069	0.0353069	0.00656433	0.00656433	0.00608467	0.000821221	0.00320489	0.05063017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00439723	0.0325191	0.00258357	8.39431e-05	0.00964464	0.000266975	0.0106065	0.00719561	0.00632219	0.376965	0.969777	0.242702	0.00899182	0.645763	0.0283185	0.680592	0.538958	0.493527	0.0481066	0.0230207	0.0596356	0.330571	0.0978043	0.288361	0.0351303	0.0440195	0.0733516	8.39431e-05	8.39431e-05	0.000266975	0.000266975	0.00439723	0.000266975	8.39431e-05	8.39431e-05	8.39431e-05	8.39431e-05	0.009293461	2	162.3799	1.03532e-06	0.00151103	0.107817	3.89067	0.0418492	0.0614078	0.0681818	0.00771165	0.0457795	0.0792849	0.0601224	0.0645377	0.00628677	0.585525	0.725379	0.761867	0.149811	0.618429	0.811489	0.717849	0.742886	0.12393	0.139074	0.332582	0.0175923	0.00113668	0.0767015	0.092195	0.166287	0.0408213	0.13361	0.0418492	0.0601224	0.0418492	0.0614078	0.0601224	0.0614078	0.0614078	0.0792849	0.0601224	0.0614078	0.04751583	5.333	32.5315	33.9	93.5	93.5	93.5	99.4015	13.82	93.5	33.9	93.5	46.2	83.6	70.6	93.5	96.2154	89.8	47.8129	93.5	11.608	94.9415	15.97	89.9
