taxon	min	max
Myopopone_sinensis	15.97	20.44
Mianeuretus_mirabilis	33.9	37.2
Protazteca_elongata	33.9	37.2
Parasyscia_conservata	0.0	0.0117
Rhytidoponera_gibsoni	20.44	23.03
Titanomyrma_lubei	46.2	50.3
Oecophylla_eckfeldiana	40.4	48.6
Myrmeciites	47.8	56.0
Myrmecites_dubius	33.9	38.0
Ponerites_crawleyi	33.9	38.0
Discothyrea_maya	15.97	23.03
Pseudomyrmex_saxulum	41.3	47.8
Cretomyrma_arnoldii	83.5	85.8
