taxon	min	max
Stigmatomma_groehni	33.9	38.0
Mianeuretus_mirabilis	33.9	37.2
Dolichoderus_vectensis	33.9	38.0
Parasyscia_conservata	0.0	0.0117
Pseudectatomma_striatula	40.4	48.6
Formicium_mirabile	41.3	47.8
Camponotus_fuscipennis	33.9	37.2
Avitomyrmex_mastax	47.8	56.0
Aphaenogaster_dlusskyana	41.3	47.8
Anochetus_exstinctus	13.82	20.44
Discothyrea_gigas	13.82	20.44
Pseudomyrmex_saxulum	41.3	47.8
Haidomyrmex_cerberus	93.5	99.6
