taxon	min	max
Casaleia_orientalis	33.9	38.0
Mianeuretus_eocenicus	46.2	50.3
Protazteca_capitata	33.9	37.2
Parasyscia_conservata	0.0	0.0117
Ectatomma_gracile	5.333	11.608
Titanomyrma_lubei	46.2	50.3
Camponotus_pictus	15.97	20.44
Myrmeciites_goliath	47.8	56.0
Aphaenogaster_amphioceanica	13.82	20.44
Anochetus_corayi	13.82	20.44
Proceratium_dominicanum	13.82	20.44
Pseudomyrmex_saxulum	41.3	47.8
Haidomyrmex_cerberus	93.5	99.6
