taxon	min	max
Casaleia_orientalis	33.9	38.0
Mianeuretus_eocenicus	46.2	50.3
Dolichoderus_explicans	28.4	33.9
Parasyscia_conservata	0.0	0.0117
Gnamptogenys_levinates	13.82	20.44
Formicium_brodiei	33.9	38.0
Oecophylla_sicula	5.333	11.608
Avitomyrmex_elongatus	47.8	56.0
Hypopomyrmex_bombiccii	5.333	11.608
Taphopone_petrosa	33.9	38.0
Discothyrea_maya	15.97	23.03
Pseudomyrmex_saxulum	41.3	47.8
Haidomyrmex_zigrasi	93.5	99.6
